,Date,Title,Link,News_description
32,"May 2, 2021 3:31:17 pm","
Indian origin twin brothers from Punjab face off at Wembley
",https://indianexpress.com/article/sports/football/brothers-punjab-face-off-wembley-7298753/,"With the twins Amar Singh Purewal and Arjun Singh Purewal representing two different clubs in the final--while Arjun is captaining Consett FC, Amar plays for Hebburn Town-- it will be an emotional moment for the family."
33,"May 2, 2021 3:31:17 pm","
Important to back your core group of bowlers: Rohit Sharma
",https://indianexpress.com/article/sports/ipl/important-to-back-your-core-group-of-bowlers-rohit-sharma-7298689/,Mumbai Indians skipper Rohit Sharma on Saturday said that playing at the Arun Jaitley Stadium suits his side's style of play but it is important to back the bowlers who will be under pressure at smaller grounds.
34,"May 2, 2021 3:31:17 pm","
Atletico Madrid ride luck to win after late Elche penalty miss
",https://indianexpress.com/article/sports/football/la-liga/atletico-madrid-ride-luck-to-win-after-late-elche-penalty-miss-7298663/,Atletico beat Elche 1-0 to retain pole position. Llorente's first-half goal secures the points. Elche's Chaves misses stoppage-time spot-kick.
35,"May 2, 2021 3:31:17 pm","
Farewell to hockey stalwart YP Vohra
",https://indianexpress.com/article/sports/hockey/farewell-to-hockey-stalwart-yp-vohra-7298422/,Vohra was behind the formation of Chandigarh Olympic Association in the 1970s.
36,"May 2, 2021 3:31:17 pm","
Kieron Pollard powers MI to four-wicket win with 34-ball 87* against CSK
",https://indianexpress.com/article/sports/ipl/ipl-2021-mi-vs-csk-mumbai-vs-chennai-report-7298399/,Pollard out-thumps CSK after Rayudu flexes batting muscle.
37,"May 2, 2021 3:31:17 pm","
Aditi Mutatkar: The girl who lived in Saina Nehwal’s shadow
",https://indianexpress.com/article/sports/badminton/aditi-mutatkar-the-girl-who-lived-in-saina-nehwal-shadow-7298379/,Her sub-junior nationals win over Nehwal was a bit part in the film 'Saina'. But the scene sent Aditi Mutatkar reeling down a flashback to when Saina's shadow over her career never quite left her.
38,"May 2, 2021 3:31:17 pm","
Rajasthan Royals name Gerald Coetzee as Liam Livingstone’s replacement
",https://indianexpress.com/article/sports/ipl/gerald-coetzee-ipl-2021-rr-liam-livingstone-replacement-7298351/,The 20-year-old Coetzee has played eight T20 matches so far and has taken nine wickets at an average of 23.33 in the format. He has represented South Africa in two under-19 World Cups.
39,"May 2, 2021 3:31:17 pm","
For Harpreet Brar, fourth time’s the charm
",https://indianexpress.com/article/sports/ipl/harpreet-brar-ipl-2021-pbks-fourth-time-the-charm-7298343/,"Harpreet Brar needed a fourth trial to break into the IPL in 2018. Playing just his fourth IPL match, the spinner steps up to claim the wickets of Virat Kohli, Glenn Maxwell and AB de Villiers."
40,"May 2, 2021 3:31:17 pm","
Pakistan ease to innings win over hosts Zimbabwe in first Test
",https://indianexpress.com/article/sports/cricket/pakistan-vs-zimbabwe-1st-test-day-3-report-7298325/,Hasan Ali bagged a total of nine wickets while Fawad Alam hit a century as Pakistan trounced hosts Zimbabwe inside three days by an innings and 116 runs in the first Test match on Saturday.
41,"May 2, 2021 3:31:17 pm","
Sergio Aguero fires Manchester City to brink of title; Chelsea ease past Fulham
",https://indianexpress.com/article/sports/football/premier-league-city-vs-palace-chelsea-vs-fulham-report-7298316/,"With four matches left, Manchester City have 80 points, 13 ahead of Manchester United who host Liverpool on Sunday knowing that a defeat would seal the title for their neighbours."
42,"May 2, 2021 3:31:17 pm","
Barcelona to appeal head coach Ronald Koeman’s two-game suspension
",https://indianexpress.com/article/sports/football/ronald-koeman-barcelona-two-game-suspension-appeal-7298303/,Ronald Koeman's ban starts with Sunday's trip to his former club Valencia as Barcelona look to bounce back from the shock 2-1 defeat by Granada.
43,"May 2, 2021 3:31:17 pm","
Managing the middle overs will be key against SRH: Jos Buttler
",https://indianexpress.com/article/sports/ipl/jos-buttler-ipl-2021-rr-vs-srh-middle-overs-comments-7298308/,"A seven-wicket loss against MI meant the RR remain seventh in the points table with six matches played, but a win on Sunday can potentially help them climb up the ladder."
44,"May 2, 2021 3:31:17 pm","
Sri Lanka eye victory in second Test after Bangladesh collapse
",https://indianexpress.com/article/sports/cricket/sri-lanka-vs-bangladesh-2nd-test-day-3-report-7298293/,Praveen Jayawickrama became the fifth Sri Lankan to claim a five-wicket haul on debut as he finished with 6/92. The spinner triggered a sensational collapse as Bangladesh was bowled out for 251.
45,"May 2, 2021 3:31:17 pm","
Hardik, Krunal Pandya to donate 200 oxygen concentrators in rural areas
",https://indianexpress.com/article/sports/cricket/hardik-krunal-pandya-to-donate-200-oxygen-concentrators-in-rural-areas-7298248/,"Several cricketers, including Sachin Tendulkar, Shikhar Dhawan and Jaydev Undakat, Australians Pat Cummins and Brett Lee, and West Indies' Nicholas Pooran also stepped up to help in the fight against COVID-19."
46,"May 2, 2021 3:31:17 pm","
DC performing well as a team, not reliant on any one individual: Shikhar Dhawan
",https://indianexpress.com/article/sports/ipl/shikhar-dhawan-ipl-2021-dc-team-performance-comments-7298176/,Rishabh Pant and his men have won five of their seven matches and are sitting second on the points table behind league leaders Chennai Super Kings.
47,"May 2, 2021 3:31:17 pm","
IPL 2021, MI vs CSK Highlights: Pollard’s 87* helps Mumbai win by four wickets
",https://indianexpress.com/article/sports/ipl/ipl-2021-mi-vs-csk-live-score-streaming-online-updates-7298053/,"IPL 2021, MI vs CSK Highlights: Mumbai Indians registered their fourth win of the season as they stopped Chennai Super Kings from extending their five-match winning streak on Saturday."
48,"May 2, 2021 3:31:17 pm","
‘I’ll be back for the right culture’: Jose Mourinho on his return to management
",https://indianexpress.com/article/sports/football/jose-mourinho-management-return-right-culture-comments-7298031/,"The former Porto, Chelsea, Inter Milan, Real Madrid and Manchester United boss was sacked by Tottenham Hotspur six days before its 1-0 League Cup final defeat by Manchester City."
49,"May 2, 2021 3:31:17 pm","
‘No official warning to Dan Christian’: RCB clarify after deleted video interview
",https://indianexpress.com/article/sports/ipl/rcb-dan-christian-breach-of-contract-warning-deleted-video-interview-7297975/,"Following an allegation by an Australian podcast that overseas player Dan Christian was 'issued a warning' by RCB for 'breach of contract', the IPL franchise clarifies what went wrong."
50,"May 2, 2021 3:31:17 pm","
Sunrisers Hyderabad sack David Warner as captain, Kane Williamson to lead in remainder of IPL 2021
",https://indianexpress.com/article/sports/ipl/sunrisers-hyderabad-sack-david-warner-captain-kane-williamson-lead-remainder-ipl-2021-7297987/,"Sunrisers Hyderabad, who said they will also change their overseas combination for their next match, can pick in-form English opener Jason Roy or West Indies all-rounder Jason Holder."
51," May 1, 2021  2:05:01 pm","
Doubleheader preview: RR and SRH seek revival, DC and PBKS aim consolidation
",https://indianexpress.com/article/sports/ipl/ipl-2021-doubleheader-preview-rr-and-srh-seek-revival-dc-and-pbks-aim-consolidation-7297893/,"The Royals have won two out of their six matches so far while the Sunrisers have one victory from six games. No wonder, RR is placed seventh while SRH occupied the bottom slot in the IPL table."
52," May 1, 2021  2:05:01 pm","
MI vs CSK Playing 11, IPL 2021: Neesham makes Mumbai debut
",https://indianexpress.com/article/sports/ipl/mi-vs-csk-predicted-playing-11-ipl-2021-live-updates-7297871/,"IPL 2021, MI vs CSK Team Playing 11 Today's Match: MI and CSK head into the match after identical seven-wicket wins over Rajasthan Royals and Sunrisers Hyderabad respectively."
53," May 1, 2021  2:05:01 pm","
Virat Kohli is in his prime, will start scoring hundreds soon: Muhammad Yousuf
",https://indianexpress.com/article/sports/cricket/virat-kohli-is-in-his-prime-will-start-scoring-hundreds-soon-muhammad-yousuf-7297843/,"""Kohli is only 32 and this is the age at which top batsmen hit prime and it is only a matter of time before he starts getting hundreds again,"" Yousuf said in an interview."
54," May 1, 2021  2:05:01 pm","
Chahal’s place not under scanner: RCB coach Katich defends out-of-form spinner
",https://indianexpress.com/article/sports/ipl/chahals-place-not-under-scanner-rcb-coach-katich-defends-out-of-form-spinner-7297780/,Simon Katich reasoned that Punjab spinners got a track which became slower while Chahal's undoing was a bad first over in which Chris Gayle hit him for two sixes.
55," May 1, 2021  2:05:01 pm","
Wanted to bowl dot ball to De Villiers but ended up getting his wicket: Harpreet Brar
",https://indianexpress.com/article/sports/ipl/wanted-to-bowl-dot-ball-to-de-villiers-but-ended-up-getting-his-wicket-harpreet-brar-7297657/,Harpreet Brar had played three games in the past two seasons but this is the first time that he got wickets in IPL and that too the opposition's top three players.
56," May 1, 2021  2:05:01 pm","
Cricket must proceed without government intervention: SA Sports Minister
",https://indianexpress.com/article/sports/cricket/cricket-must-proceed-without-government-intervention-sa-sports-minister-7297636/,"""We have learnt a lot and we now have to start packing our bags as government and move aside, so that sport works continuously, unhindered,"" Mthetwa said at a joint media briefing with Cricket South Africa (CSA) on Friday."
57," May 1, 2021  2:05:01 pm","
Leicester rally for 1-1 with 10-man Southampton in EPL
",https://indianexpress.com/article/sports/football/leicester-rally-for-1-1-with-10-man-southampton-in-epl-7297622/,Jonny Evans' 68th-minute header earned third-placed Leicester a point on the south coast following James Ward-Prowse's penalty opener for the battling hosts on Friday.
58," May 1, 2021  2:05:01 pm","
PBKS vs RCB: We gave away extra 25 runs in the end, says Virat Kohli
",https://indianexpress.com/article/sports/ipl/virat-kohli-kl-rahul-pbks-vs-rcb-comments-7297309/,"Chasing a target of 180, RCB found the going tough inside the powerplay overs. PBKS' Harpreet Brar (3/19) and Ravi Bishnoi (2/17) then forced them to end at 145/8."
59," May 1, 2021  2:05:01 pm","
Mirabai Chanu leaves for US for Tokyo Olympics build-up
",https://indianexpress.com/article/sports/sport-others/mirabai-chanu-tokyo-olympics-build-up-us-training-7297306/,"Mirabai Chanu, who is a part of the Target Olympic Podium Scheme (TOPS), is scheduled to leave the country on Saturday along with two others, including head coach Vijay Sharma."
60," May 1, 2021  2:05:01 pm","
Harpreet Brar shines as PBKS use surprise weapon to tame RCB
",https://indianexpress.com/article/sports/ipl/ipl-2021-pbks-vs-rcb-punjab-vs-bangalore-report-7297299/,KL Rahul scored a combative 91* while Harpreet Brar accounted for three key batsmen as Punjab Kings thumped Royal Challengers Bangalore by 34 runs in Ahmedabad on Friday.
61," May 1, 2021  2:05:01 pm","
All dressed up but nowhere to go: Tokyo-bound athletes grounded due to COVID-19
",https://indianexpress.com/article/sports/sport-others/indian-athletes-tokyo-olympics-preparation-covid-19-impact-7297290/,"Most Indians who have qualified for the upcoming Tokyo Games are grounded due to the COVID-19 pandemic, which could dent their Olympic prospects."
62," May 1, 2021  2:05:01 pm","
‘I am fit, I can bat and I can bowl’: Shoaib Malik shrugs off retirement rumours
",https://indianexpress.com/article/sports/cricket/shoaib-malik-pakistan-retirement-plan-comments-7297250/,"Shoaib Malik, despite now focussing only on T20Is since retiring from Test and ODI formats, has been kept out of the Pakistan white-ball squad since last year."
63," May 1, 2021  2:05:01 pm","
I will write to state associations for vaccination of senior footballers: Praful Patel
",https://indianexpress.com/article/sports/football/praful-patel-aiff-state-associations-covid-19-vaccination-7297186/,"Considering the extraordinary circumstances, AIFF technical director Isac Doru recommended doing away with relegation in I-League for the season that concluded recently."
64," May 1, 2021  2:05:01 pm","
Naomi Osaka, Simona Halep advance to second round in Madrid Open
",https://indianexpress.com/article/sports/tennis/madrid-open-osaka-halep-first-round-results-7297168/,"Naomi Osaka, the US Open and Australian Open champion, next plays Karolina Muchova in the second round of Madrid Open."
65," May 1, 2021  2:05:01 pm","
With 26 saves and two shutouts, Dheeraj Singh shines in AFC Champions League
",https://indianexpress.com/article/sports/football/dheeraj-singh-goalkeeper-fc-goa-asian-champions-league-7297118/,"Dheeraj Singh played 5 out of 6 games for FC Goa and made 26 saves across AFC Champions League group phase. Most of these saves were high-quality stops, where he was in a one-on-one situation with opposition players. He kept two clean sheets."
66," May 1, 2021  2:05:01 pm","
Bihar cricketers in the lurch, BCCI hasn’t paid fees in two years
",https://indianexpress.com/article/sports/cricket/bihar-cricketers-not-paid-fees-2-years-bcci-7297078/,"Cricketers from the Bihar’s Under-23, the Under-19 and the senior team await payment from the BCCI for the 2019-20 and 2020-21 season.
"
67," May 1, 2021  2:05:01 pm","
T20 World Cup venues could be curtailed but too early to contemplate UAE shift: BCCI
",https://indianexpress.com/article/sports/cricket/t20-world-cup-venues-could-be-curtailed-but-too-early-to-contemplate-uae-shift-bcci-7297010/,"As per convention, ICC keeps a back-up country ready and it's been the UAE for the past one year."
68," May 1, 2021  2:05:01 pm","
Shikhar Dhawan donates Rs 20 lakh for buying oxygen cylinders
",https://indianexpress.com/article/sports/ipl/shikhar-dhawan-donates-rs-20-lakh-for-buying-oxygen-cylinders-7297003/,"Dhawan has also decided to donate his prize money received in various IPL matches, at the end of the event."
69," May 1, 2021  2:05:01 pm","
Jaydev Unadkat to donate 10 per cent of his IPL salary to help COVID-19 patients
",https://indianexpress.com/article/sports/ipl/jaydev-unadkat-to-donate-10-per-cent-of-his-ipl-salary-to-help-covid-19-patients-7296929/,"Jaydev Unadkat, who was retained by Rajasthan this year after being bought for Rs 3 crore in 2020 IPL auction, made the announcement on his social media account."
70," May 1, 2021  2:05:01 pm","
Ajax extend head coach Erik ten Hag’s contract amid Tottenham speculation
",https://indianexpress.com/article/sports/football/erik-ten-hag-ajax-contract-extension-7296917/,"Under Erik ten Hag, Ajax is set to seal a domestic league and cup double in the Netherlands for the second time in three seasons."
71," May 1, 2021  2:05:01 pm","
IPL 2021, PBKS vs RCB Highlights: Rahul, Harpreet lead Punjab to 34-run victory
",https://indianexpress.com/article/sports/ipl/ipl-2021-pbks-vs-rcb-live-score-streaming-online-updates-7296828/,"IPL 2021, PBKS vs RCB Highlights:  Punjab Kings moved up to fifth position in the standings by registering their third win of the campaign against Royal Challengers Bangalore on Friday."
72," May 1, 2021  2:05:01 pm","
‘If you can’t change a man, change the man’: KKR promise to bring in new top-order batsmen
",https://indianexpress.com/article/sports/cricket/kkr-changes-top-order-brendon-mccullum-7296900/,A livid KKR head coach Brendon McCullum said it is disappointing that his team's top-order batsmen demand loyalty in team selection but fail to apply themselves when selected. He promises a change in the playing XI.
73," May 1, 2021  2:05:01 pm","
IPL 2021 Preview: MI to take on rejuvenated CSK in a battle for supremacy
",https://indianexpress.com/article/sports/ipl/ipl-2021-mi-vs-csk-mumbai-vs-chennai-preview-7296862/,MI and CSK head into the contest after identical seven-wicket wins over RR and SRH respectively and both teams would be keen to continue their winning streak.
74," May 1, 2021  2:05:01 pm","
Bengaluru FC’s AFC Cup play-off fixture rescheduled to May 11
",https://indianexpress.com/article/sports/football/afc-cup-bengaluru-fc-vs-club-eagles-play-off-rescheduled-7296847/,Bengaluru FC were earlier scheduled to play their play-off fixture on April 28. The 2016 AFC runners-up will now travel to Maldives to take on hosts Club Eagles next month.
75," May 1, 2021  2:05:01 pm","
Nicholas Pooran to donate part of his IPL salary to India’s COVID-19 battle
",https://indianexpress.com/article/sports/ipl/nicholas-pooran-to-donate-part-of-his-ipl-salary-to-indias-covid-19-battle-7296814/,"Nicholas Pooran, the 25-year-old cricketer from Trinidad, spoke of the unprecedented health crisis taking on India's overburdened medical infrastructure.
"
76," May 1, 2021  8:24:34 am","
‘Shooter Dadi’ Chandro Tomar passes away due to Covid-19
",https://indianexpress.com/article/sports/sport-others/shooter-dadi-chandro-tomar-dead-covid-19-7296785/,"Chandro Tomar was already 60-plus when she picked up the gun for the first time but went on to win many national competitions, even inspiring a Bollywood movie on her."
77," May 1, 2021  8:24:34 am","
Australian players could fly to UK with England and India players on chartered flight, hints Maxwell
",https://indianexpress.com/article/sports/ipl/australian-players-could-fly-to-uk-with-england-and-india-players-on-chartered-flight-hints-maxwell-7296649/,India and New Zealand are set to fight it out in the World Test Championship final from June 18 and will fly to England for that after the IPL ends. England players in the ongoing league are expected to accompany them in the same flight.
78," May 1, 2021  8:24:34 am","
Royals begin brightly but fizzle out, as MI return to winning ways
",https://indianexpress.com/article/sports/ipl/royals-begin-brightly-but-fizzle-out-as-mi-return-to-winning-ways/,"Teams will have to target at least 190-200 to test the chasing team at Delhi, or so it seems at this stage."
79," May 1, 2021  8:24:34 am","
Your flight is now not boarding: Top athletes on tenterhooks about travel for Tokyo qualification events
",https://indianexpress.com/article/sports/badminton/your-flight-is-now-not-boarding-top-athletes-on-tenterhooks-about-travel-for-tokyo-qualification-events-7296490/,"Travel bans written in cold, bureaucratic argot script have turned into quivers of anxiety for Indian athletes chasing Olympic qualification across sports."
80," May 1, 2021  8:24:34 am","
PBKS vs RCB Playing 11, IPL 2021: Punjab make 3 changes, Sundar misses out for Bangalore
",https://indianexpress.com/article/sports/ipl/pbks-vs-rcb-predicted-playing-11-ipl-2021-live-updates-punjab-aim-to-get-stuttering-campaign-back-on-track-vs-bangalore-7296474/,"IPL 2021, PBKS vs RCB Team Playing 11 Today Match: Punjab face an uphill task to stand up to the challenge thrown by a RCB team, which has been firing on all cylinders."
81," May 1, 2021  8:24:34 am","
FIFA, UEFA joins English soccer’s 4-day social media boycott
",https://indianexpress.com/article/sports/football/fifa-uefa-joins-english-soccers-4-day-social-media-boycott-7296372/,"The boycott will also be joined by English cricket and rugby clubs, and the British Lawn Tennis Association, highlighting concerns that Twitter and Facebook, which also owns Instagram, aren’t doing enough to combat racist abuse on their platforms.
"
82," May 1, 2021  8:24:34 am","
Barcelona lose, miss chance to take the lead in Spain
",https://indianexpress.com/article/sports/football/barcelona-vs-granada-barcelona-lose-miss-chance-to-take-the-lead-in-spain-7296322/,Lionel Messi put the Catalan club ahead in the first half but Granada rallied for a surprise victory with two second-half goals at the Camp Nou Stadium.
